Date,Open,Close,High,Low,%K,%D,RSI,ADX,EMA_8,EMA_21,EMA_34,EMA_55,EMA_89,SMA_50,SMA_100,SMA_200,ATR,UpperBand1,LowerBand1,UpperBand2,LowerBand2,UpperBand3,LowerBand3,date,upperBB,middleBB,lowerBB,SMA_20,TR,SATR,KeltUpperBandSQ,KeltLowerBandSQ,Squeeze
2021-08-05 00:00:00,146.97999572753906,147.05999755859375,147.83999633789062,146.1699981689453,,,,,147.06,147.06,147.06,147.06,147.06,,,,,,,,,,,18844.0,,,,,,,,,False
2021-08-06 00:00:00,146.35000610351562,146.13999938964844,147.11000061035156,145.6300048828125,,,,,146.54,146.58,146.59,146.59,146.59,,,,,,,,,,,18845.0,,,,,1.4799957275390625,,,,False
2021-08-09 00:00:00,146.1999969482422,146.08999633789062,146.6999969482422,145.52000427246094,,,0.0,,146.35,146.4,146.41,146.42,146.42,,,,,,,,,,,18848.0,,,,,1.17999267578125,,,,False
2021-08-10 00:00:00,146.44000244140625,145.60000610351562,147.7100067138672,145.3000030517578,,,0.0,,146.09,146.17,146.19,146.2,146.21,,,,,,,,,,,18849.0,,,,,2.410003662109375,,,,False
2021-08-11 00:00:00,146.0500030517578,145.86000061035156,146.72000122070312,145.52999877929688,,,41.106490514373945,,146.02,146.1,146.12,146.13,146.14,,,,,,,,,,,18850.0,,,,,1.19000244140625,,,,False
2021-08-12 00:00:00,146.19000244140625,148.88999938964844,149.0500030517578,145.83999633789062,,,94.43412275054285,,146.84,146.68,146.65,146.63,146.62,,,,,,,,,,,18851.0,,,,,3.2100067138671875,,,,False
2021-08-13 00:00:00,148.97000122070312,149.10000610351562,149.44000244140625,148.27000427246094,,,95.0548299949838,,147.44,147.13,147.06,147.02,147.0,,,,,,,,,,,18852.0,,,,,1.1699981689453125,,,,False
2021-08-16 00:00:00,148.5399932861328,151.1199951171875,151.19000244140625,146.47000122070312,98.81142051828076,,98.4277859914802,,148.39,147.81,147.68,147.6,147.56,,,,,,,,,,,18855.0,,,,,4.720001220703125,,,,False
2021-08-17 00:00:00,150.22999572753906,150.19000244140625,151.67999267578125,149.08999633789062,76.64588310983237,,60.45769967154723,,148.83,148.19,148.03,147.93,147.88,,,,,,,,,,,18856.0,,,,,2.589996337890625,,,,False
2021-08-18 00:00:00,149.8000030517578,146.36000061035156,150.72000122070312,146.14999389648438,16.61440881662876,64.0239041482473,14.472530446254652,,148.24,147.92,147.82,147.75,147.71,,,,,,,,,,,18857.0,,,,,4.57000732421875,,,,False
2021-08-19 00:00:00,145.02999877929688,146.6999969482422,148.0,144.5,30.640657276197114,41.30031640088608,24.64824251330073,,147.87,147.75,147.68,147.64,147.61,,,,,,,,,,,18858.0,,,,,3.5,,,,False
2021-08-20 00:00:00,147.44000244140625,148.19000244140625,148.5,146.77999877929688,51.39284408816954,32.88263672699847,63.113570126784346,,147.95,147.81,147.74,147.69,147.66,,,,,,,,,,,18859.0,,,,,1.8000030517578125,,,,False
2021-08-23 00:00:00,148.30999755859375,149.7100067138672,150.19000244140625,147.88999938964844,72.56284162295876,51.532114329108474,81.931780987992,,148.35,148.05,147.95,147.88,147.84,,,,,,,,,,,18862.0,,,,,2.3000030517578125,,,,False
2021-08-24 00:00:00,149.4499969482422,149.6199951171875,150.86000061035156,149.14999389648438,71.30919693633805,65.08829421582212,77.26337076854057,,148.64,148.24,148.12,148.04,147.99,,,,,,,,,,,18863.0,,,,,1.7100067138671875,,,,False
2021-08-25 00:00:00,149.80999755859375,148.36000061035156,150.32000732421875,147.8000030517578,53.76050902352151,65.87751586093944,29.77157429771782,,148.58,148.26,148.14,148.07,148.02,,,,,,,,,,,18864.0,,,,,2.5200042724609375,,,,False
2021-08-26 00:00:00,148.35000610351562,147.5399932861328,149.1199951171875,147.50999450683594,42.33978255140814,55.80316283708924,16.539187406340886,,148.34,148.17,148.09,148.02,147.98,,,,,,,,,,,18865.0,,,,,1.6100006103515625,,,,False
2021-08-27 00:00:00,147.47999572753906,148.60000610351562,148.75,146.8300018310547,64.46549858568314,53.521930053537595,61.1648538389652,,148.4,148.22,148.13,148.07,148.02,,,,,,,,,,,18866.0,,,,,1.9199981689453125,,,,False
2021-08-30 00:00:00,149.0,153.1199951171875,153.49000549316406,148.61000061035156,95.88420300457085,67.56316138055404,93.01517602930744,,149.46,148.76,148.57,148.44,148.36,,,,,,,,,,,18869.0,,,,,4.8899993896484375,,,,False
2021-08-31 00:00:00,152.66000366210938,151.8300018310547,152.8000030517578,151.2899932861328,75.26077494559371,78.53682551194923,63.356110668666254,,149.99,149.1,148.85,148.69,148.59,,,,,,,,,,,18870.0,,,,,1.8300018310546875,,,,False
2021-09-01 00:00:00,152.8300018310547,152.50999450683594,154.97999572753906,152.33999633789062,69.69321385910978,80.27939726975812,72.57529334135967,,150.56,149.46,149.15,148.95,148.83,,,,,,,,,,,18871.0,153.07532535410706,148.62949981689454,144.183674279682,148.62949981689454,3.149993896484375,,,,False
